price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
1550,apartment,1500,3,2.5,1,1,0,0,0,0,laundry on site,off-street parking,mi
780,apartment,850,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,mn
500,apartment,650,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,mo
850,apartment,750,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ma
725,apartment,720,2,1,0,0,0,0,0,0,laundry on site,off-street parking,il
1340,apartment,740,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,co
1895,apartment,1087,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
1200,apartment,1683,3,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
1275,apartment,1227,2,2,1,1,0,0,0,0,w/d in unit,attached garage,wi
1675,apartment,1111,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,va
843,apartment,735,1,1,1,1,1,0,0,0,laundry on site,off-street parking,fl
2515,apartment,768,2,1,1,1,1,0,0,0,laundry on site,off-street parking,fl
1134,apartment,1440,3,2,1,1,1,0,0,0,w/d hookups,off-street parking,al
525,apartment,900,2,1,1,1,1,0,0,0,laundry on site,off-street parking,ar
1370,apartment,1128,2,2,1,1,1,0,0,0,laundry in bldg,off-street parking,nc
925,apartment,1200,2,1,0,0,1,0,0,0,w/d hookups,detached garage,ny
850,apartment,1200,2,1,0,0,0,0,0,0,w/d hookups,attached garage,il
795,apartment,760,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,ks
1010,apartment,822,1,1,1,0,0,0,0,1,w/d in unit,off-street parking,ia
1400,apartment,1205,3,2,1,1,1,0,0,0,w/d in unit,carport,nv
1000,apartment,980,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ut
1285,apartment,706,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,co
600,apartment,900,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ky
894,apartment,854,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,md
475,apartment,750,1,1,0,0,0,0,0,0,laundry on site,off-street parking,ia
960,apartment,803,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ga
1370,apartment,710,1,1,1,1,0,0,0,0,w/d in unit,attached garage,wi
1625,apartment,1084,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,nc
1800,apartment,715,1,1,1,0,1,0,0,0,w/d hookups,carport,ca
2400,apartment,1300,3,1,1,1,0,0,0,0,laundry in bldg,street parking,ma
1400,apartment,980,2,1,0,0,1,0,0,0,w/d in unit,street parking,pa
1100,apartment,1000,2,1,0,0,0,0,0,0,laundry on site,street parking,ny
1150,apartment,564,1,1,1,1,0,0,0,0,laundry on site,carport,ca
1640,apartment,932,2,1,1,1,0,0,0,0,w/d in unit,carport,ca
1429,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,ca
2640,apartment,996,2,2,1,1,0,0,1,0,w/d in unit,off-street parking,ca
669,apartment,600,1,1,1,1,0,0,0,0,w/d hookups,off-street parking,in
580,apartment,880,1,1,1,0,1,0,0,0,w/d in unit,off-street parking,in
788,apartment,975,2,2,1,1,1,0,0,0,laundry in bldg,off-street parking,az
1395,apartment,1252,2,2,1,1,0,0,0,0,w/d in unit,attached garage,id
695,apartment,700,1,1,0,0,1,0,0,0,no laundry on site,street parking,mi
1150,apartment,780,2,1,1,1,0,0,0,0,w/d hookups,off-street parking,or
2625,apartment,678,1,1,1,1,0,0,1,0,w/d in unit,carport,ca
775,apartment,700,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,sd
700,apartment,1000,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,fl
920,apartment,1312,2,2,1,1,1,0,0,0,w/d hookups,attached garage,la
1995,apartment,721,1,1,1,1,0,1,1,0,w/d in unit,attached garage,mn
690,apartment,630,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mn
2150,apartment,1290,3,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,ny
1020,apartment,1200,3,1,1,1,0,0,0,0,w/d in unit,off-street parking,il
1125,apartment,734,2,1,0,0,0,0,0,0,laundry on site,off-street parking,or
840,apartment,900,2,1,0,0,1,0,0,0,laundry on site,off-street parking,nc
1315,apartment,1040,2,2,1,1,1,0,0,0,w/d in unit,carport,id
1475,apartment,670,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,hi
1695,apartment,800,1,1,0,0,0,0,0,1,laundry in bldg,detached garage,mn
1443,apartment,871,1,1,1,1,1,0,0,0,w/d in unit,attached garage,co
1150,apartment,1000,2,1,1,0,0,0,0,0,w/d hookups,off-street parking,nh
1550,apartment,870,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,wa
925,apartment,1000,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,mn
1199,apartment,800,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,az
1215,apartment,1005,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
690,apartment,935,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,ks
935,apartment,1200,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,ny
1455,apartment,1401,2,2,1,1,0,1,0,0,w/d in unit,attached garage,tx
875,apartment,800,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,fl
1450,apartment,600,1,1,1,1,0,0,0,1,laundry on site,off-street parking,fl
1525,apartment,882,1,1,1,1,0,0,0,0,w/d in unit,attached garage,wi
1100,apartment,900,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,nh
725,apartment,1100,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,tn
2325,apartment,989,2,2,1,1,0,1,0,0,w/d in unit,attached garage,fl
1673,apartment,790,1,1,1,1,0,0,1,0,w/d in unit,detached garage,co
975,apartment,900,2,1,0,0,0,0,0,0,laundry in bldg,attached garage,wi
799,apartment,1000,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,wi
1500,apartment,1500,3,1,0,0,0,0,0,1,w/d in unit,off-street parking,ma
425,apartment,800,1,1,1,1,0,0,0,0,no laundry on site,off-street parking,mo
1400,apartment,1025,2,1,1,1,0,0,0,0,w/d in unit,off-street parking,ny
1325,apartment,1200,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ma
1055,apartment,1000,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,oh
850,apartment,635,1,1,1,1,1,0,0,0,w/d in unit,street parking,ia
805,apartment,960,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
738,apartment,970,2,2,1,1,0,1,0,0,w/d in unit,off-street parking,tx
2000,apartment,1182,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ma
4149,apartment,1437,2,2,0,0,1,0,0,0,w/d in unit,attached garage,tn
1350,apartment,850,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,tx
1299,apartment,1110,2,2,1,1,0,1,0,0,w/d hookups,attached garage,ia
805,apartment,900,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,la
409,apartment,1189,4,2,1,1,0,1,0,1,w/d in unit,off-street parking,la
1000,apartment,900,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,ak
1100,apartment,1000,2,1,1,0,1,0,0,0,w/d in unit,street parking,la
969,apartment,1162,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,tn
675,apartment,925,2,1,0,0,0,0,0,0,w/d hookups,detached garage,mn
964,apartment,565,1,1,0,0,0,0,0,0,laundry on site,carport,az
1775,apartment,1304,3,2,1,1,0,1,0,0,w/d in unit,off-street parking,fl
925,apartment,783,1,1,1,1,0,0,0,0,w/d hookups,carport,ut
900,apartment,750,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,sc
1350,apartment,1150,3,1,0,0,0,0,0,0,w/d in unit,off-street parking,ma
1375,apartment,875,2,1,1,1,1,0,0,0,laundry on site,carport,ca
1100,apartment,800,2,1,0,0,0,1,0,0,laundry in bldg,off-street parking,il
995,apartment,1067,2,2,1,1,0,0,0,0,w/d in unit,attached garage,wi
950,apartment,1000,2,1,1,0,0,0,0,0,w/d in unit,detached garage,wi
719,apartment,700,1,1,1,1,0,0,0,0,w/d hookups,carport,nc
445,apartment,600,1,1,0,0,1,0,0,0,no laundry on site,off-street parking,la
1549,apartment,1070,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ny
990,apartment,515,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,tx
2395,apartment,550,1,1,0,0,0,0,0,0,laundry on site,carport,ca
1400,apartment,1381,3,2,1,1,0,0,0,0,w/d hookups,off-street parking,ga
735,apartment,720,1,1,0,0,1,0,0,0,laundry on site,off-street parking,il
1600,apartment,925,2,1,1,0,1,0,0,0,laundry in bldg,carport,wi
1450,apartment,550,1,1,0,1,0,0,0,0,no laundry on site,no parking,ca
750,apartment,522,0,1,1,1,0,0,0,0,w/d in unit,off-street parking,ne
2883,apartment,1029,2,2,1,1,0,0,0,0,w/d in unit,carport,ca
1437,apartment,720,1,1,1,1,1,1,1,1,w/d in unit,off-street parking,tn
2400,apartment,700,1,1,0,0,1,0,0,0,w/d in unit,carport,ca
715,apartment,830,2,1,1,1,1,0,0,0,laundry on site,off-street parking,il
1690,apartment,1206,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,sc
2043,apartment,708,1,1,1,1,1,1,0,0,laundry in bldg,off-street parking,ca
1550,apartment,590,1,1,1,0,1,0,0,0,laundry in bldg,attached garage,il
699,apartment,783,2,1,1,1,1,0,0,0,laundry on site,off-street parking,az
1111,apartment,545,1,1,1,1,0,1,0,0,w/d in unit,street parking,in
1895,apartment,1070,2,2,1,0,0,0,0,0,w/d in unit,off-street parking,ma
1600,apartment,1200,2,2,0,0,0,0,0,0,laundry in bldg,carport,ma
795,apartment,1065,2,2,0,0,0,0,0,0,w/d hookups,off-street parking,sc
1508,apartment,1006,2,2,1,1,1,0,0,0,w/d in unit,carport,az
2500,apartment,1121,2,2,1,1,1,0,0,0,w/d in unit,attached garage,md
1400,apartment,1200,3,1,1,1,1,0,0,0,laundry on site,off-street parking,or
1345,apartment,800,1,1,0,0,0,0,0,0,w/d in unit,attached garage,mn
804,apartment,671,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,in
2055,apartment,1322,3,2,1,1,1,1,0,0,w/d in unit,carport,ca
1400,apartment,1300,3,2,1,1,1,0,0,0,w/d in unit,attached garage,or
2350,apartment,1287,1,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,ny
985,apartment,690,1,1.5,1,0,0,0,0,0,w/d in unit,off-street parking,in
1475,apartment,1270,3,2,0,0,1,0,0,0,w/d hookups,off-street parking,sc
575,apartment,700,2,1,0,0,0,0,0,0,w/d hookups,attached garage,oh
1350,apartment,1197,2,2,1,1,1,1,0,0,w/d in unit,carport,az
3862,apartment,1079,2,2,1,1,0,1,0,0,w/d in unit,attached garage,mn
742,apartment,860,2,1,0,0,0,0,0,0,laundry on site,off-street parking,ca
2052,apartment,780,1,1,1,1,0,1,0,0,w/d in unit,detached garage,nj
950,apartment,1188,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,la
1375,apartment,1158,2,2,0,0,1,0,0,0,w/d hookups,carport,ca
1525,apartment,715,1,1,1,1,0,1,0,0,w/d in unit,attached garage,mn
650,apartment,860,2,1,1,1,1,0,0,0,laundry on site,carport,tx
925,apartment,795,1,1,0,0,0,0,0,1,w/d in unit,off-street parking,wi
925,apartment,689,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ks
695,apartment,650,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,mo
900,apartment,800,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,la
1700,apartment,900,1,1,0,0,0,0,0,0,no laundry on site,street parking,nj
1940,apartment,850,2,1,1,1,1,0,0,0,w/d in unit,carport,ca
1575,apartment,675,1,1,1,0,1,0,0,0,laundry on site,detached garage,ca
950,apartment,950,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,az
700,apartment,1000,1,0,0,0,0,0,0,0,laundry in bldg,off-street parking,wi
950,apartment,1000,3,1,0,0,1,0,0,0,no laundry on site,street parking,ny
949,apartment,798,1,1,1,1,0,0,0,0,w/d in unit,detached garage,ar
1396,apartment,880,4,1,1,1,0,0,0,0,no laundry on site,off-street parking,in
4280,apartment,900,1,1,1,1,0,0,0,0,w/d in unit,detached garage,ca
769,apartment,600,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
1309,apartment,961,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,fl
775,apartment,800,1,1,1,1,0,0,0,0,w/d in unit,street parking,ny
700,apartment,780,2,0,0,0,0,0,0,0,w/d hookups,off-street parking,ky
550,apartment,717,1,1,1,1,0,0,0,0,laundry on site,carport,tx
1160,apartment,790,1,1,1,1,1,0,0,0,w/d hookups,street parking,sc
450,apartment,675,1,1,0,0,0,0,0,0,laundry on site,off-street parking,mo
980,apartment,690,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,pa
2160,apartment,1060,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,me
741,apartment,700,2,1,1,1,1,0,0,0,laundry on site,off-street parking,mi
1350,apartment,947,1,0,1,1,1,0,0,0,w/d in unit,attached garage,wi
916,apartment,600,1,1,1,1,0,0,0,0,w/d in unit,carport,fl
900,apartment,1200,3,2,0,0,1,0,0,0,w/d hookups,off-street parking,ms
970,apartment,720,1,1,1,1,1,0,0,0,laundry on site,carport,ca
995,apartment,1100,2,2,0,0,0,0,0,0,w/d hookups,off-street parking,nc
1225,apartment,857,1,1,1,1,0,0,0,0,w/d in unit,attached garage,id
500,apartment,600,1,1,0,0,1,0,0,0,laundry on site,off-street parking,il
1219,apartment,1052,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1295,apartment,838,2,1,0,0,1,0,0,0,laundry on site,carport,ca
900,apartment,780,1,1,1,1,0,1,0,0,laundry in bldg,off-street parking,ak
850,apartment,913,2,1,1,1,0,0,0,0,w/d hookups,off-street parking,fl
1258,apartment,1206,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,oh
853,apartment,917,2,2,1,1,0,1,0,0,w/d hookups,off-street parking,fl
1675,apartment,885,2,2,0,0,1,0,0,0,laundry on site,off-street parking,ca
750,apartment,600,1,1,1,1,0,0,0,0,laundry in bldg,attached garage,ny
924,apartment,756,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
2177,apartment,763,1,1,1,1,1,0,0,0,w/d in unit,carport,ca
1289,apartment,780,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,fl
1050,apartment,800,2,1,0,0,1,0,0,0,laundry on site,carport,ca
969,apartment,1162,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,tn
1225,apartment,1548,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,va
2450,apartment,1831,4,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
1625,apartment,1460,2,1,1,0,0,0,0,0,laundry on site,detached garage,wi
1290,apartment,1000,1,1,1,1,0,0,0,0,w/d hookups,attached garage,ok
1250,apartment,1009,2,1.5,1,1,0,1,0,0,laundry on site,attached garage,wi
549,apartment,650,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ms
885,apartment,1050,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,wi
630,apartment,690,1,1,1,1,1,0,0,0,laundry on site,off-street parking,il
2375,apartment,1620,4,2,0,0,1,0,0,0,w/d in unit,off-street parking,nj
700,apartment,1100,2,1.5,1,0,0,0,0,0,w/d hookups,off-street parking,tn
2150,apartment,1276,2,2,1,1,1,0,0,0,w/d in unit,street parking,ny
1000,apartment,1134,3,3,0,0,1,0,0,1,w/d in unit,off-street parking,oh
550,apartment,600,1,0,1,1,1,0,0,0,laundry in bldg,off-street parking,pa
2228,apartment,901,1,1,1,1,1,0,0,0,w/d in unit,detached garage,tx
1695,apartment,952,1,1,1,1,0,1,0,0,w/d in unit,off-street parking,ny
1260,apartment,740,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ri
841,apartment,729,1,1,1,1,1,0,0,0,laundry on site,carport,tx
2625,apartment,678,1,1,0,0,0,0,0,0,w/d in unit,carport,ca
1045,apartment,925,2,1.5,1,1,0,1,0,0,laundry in bldg,off-street parking,wi
800,apartment,800,2,1,0,0,1,0,0,0,w/d hookups,attached garage,wi
1670,apartment,1550,4,2,1,1,1,0,0,0,w/d in unit,off-street parking,az
635,apartment,865,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,il
1000,apartment,1000,2,1.5,0,0,0,0,0,0,w/d hookups,attached garage,mi
1125,apartment,875,2,1,1,1,1,0,0,0,w/d in unit,carport,az
640,apartment,650,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,wi
1720,apartment,1061,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,nc
1219,apartment,800,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
2100,apartment,800,2,1,1,0,0,0,0,0,no laundry on site,off-street parking,ny
849,apartment,1145,3,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,tn
2300,apartment,1443,1,1.5,1,1,1,0,0,0,w/d in unit,attached garage,sc
1150,apartment,655,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,mn
885,apartment,850,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,nc
855,apartment,1025,2,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,oh
1500,apartment,650,2,1,0,0,0,0,0,0,laundry in bldg,attached garage,hi
1504,apartment,1600,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,tn
655,apartment,830,3,1.5,1,1,0,0,0,0,laundry on site,off-street parking,ia
3500,apartment,970,2,2,1,1,1,0,0,0,w/d in unit,attached garage,ma
808,apartment,900,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,mn
750,apartment,1000,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,ny
725,apartment,1000,2,2,0,0,1,0,0,0,w/d hookups,off-street parking,fl
800,apartment,1160,3,1.5,0,0,0,0,0,0,w/d hookups,detached garage,oh
2600,apartment,1227,2,2,1,1,0,0,0,0,w/d in unit,attached garage,ma
500,apartment,900,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,ks
490,apartment,580,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ks
839,apartment,790,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1400,apartment,1300,1,1,0,0,0,0,0,0,no laundry on site,off-street parking,ny
850,apartment,650,1,1,1,1,1,0,0,0,laundry on site,off-street parking,la
610,apartment,726,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,mi
764,apartment,820,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,tx
1600,apartment,1008,3,1,0,0,0,0,0,0,w/d hookups,off-street parking,nh
1449,apartment,1106,2,2,1,1,1,0,0,0,w/d in unit,attached garage,la
925,apartment,800,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,or
835,apartment,558,0,1,1,1,0,0,0,0,w/d in unit,off-street parking,ia
875,apartment,800,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,mi
999,apartment,999,2,2,1,1,1,1,0,1,w/d in unit,carport,ky
1695,apartment,1525,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,id
625,apartment,1000,2,1.5,0,0,0,0,0,0,laundry on site,off-street parking,ks
1424,apartment,725,2,2,1,1,1,0,0,0,w/d in unit,detached garage,az
865,apartment,700,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,il
1150,apartment,1300,3,2,1,1,1,0,0,0,w/d in unit,detached garage,mn
750,apartment,917,2,2,1,1,1,0,0,0,w/d hookups,street parking,oh
900,apartment,1436,3,2,1,1,1,0,0,0,w/d in unit,attached garage,tx
1500,apartment,950,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,ct
2650,apartment,2100,3,2,0,1,1,1,0,0,laundry in bldg,detached garage,ny
1660,apartment,1062,2,2,1,0,1,0,0,0,w/d in unit,off-street parking,co
1763,apartment,1190,2,2,1,1,1,0,0,0,w/d in unit,attached garage,mn
950,apartment,1200,3,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,pa
625,apartment,1000,2,1,1,1,1,0,0,0,no laundry on site,off-street parking,oh
1995,apartment,756,2,1,0,0,1,0,0,0,laundry on site,detached garage,ca
960,apartment,960,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,nc
1571,apartment,1100,1,1,1,1,1,1,0,1,w/d in unit,attached garage,tx
4995,apartment,1040,1,1,1,0,0,0,0,0,laundry in bldg,attached garage,ca
1000,apartment,1755,3,2,1,1,1,0,0,0,w/d in unit,detached garage,de
2250,apartment,560,1,1,1,0,0,0,0,0,laundry in bldg,off-street parking,ca
699,apartment,576,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
1195,apartment,816,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,wa
1450,apartment,960,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,co
1221,apartment,838,2,2,1,1,0,1,0,0,w/d in unit,attached garage,mn
1300,apartment,1147,2,2,0,0,0,0,0,0,w/d in unit,attached garage,il
1343,apartment,792,1,1,1,1,0,1,0,0,w/d in unit,detached garage,co
1300,apartment,880,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,or
625,apartment,606,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,il
3200,apartment,1223,3,2,1,1,0,0,0,0,w/d in unit,off-street parking,ca
799,apartment,1000,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,va
1125,apartment,980,4,1,1,1,1,0,0,0,w/d hookups,off-street parking,ma
829,apartment,1056,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
1450,apartment,1681,3,3,1,1,1,1,0,0,w/d in unit,attached garage,nc
1450,apartment,550,2,1,0,0,0,0,0,0,laundry on site,off-street parking,hi
1003,apartment,900,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,sc
1207,apartment,871,2,2,1,1,0,0,0,0,w/d in unit,carport,ut
725,apartment,635,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ok
885,apartment,709,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,la
1100,apartment,1000,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,ak
1150,apartment,932,2,1.5,1,1,1,1,0,0,w/d in unit,street parking,va
2169,apartment,1610,2,3.5,1,1,0,0,0,0,w/d in unit,attached garage,va
1461,apartment,1078,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1219,apartment,1052,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
899,apartment,920,2,1,1,1,1,0,0,0,w/d hookups,street parking,ia
1200,apartment,1250,3,2,0,0,0,0,0,0,w/d hookups,off-street parking,sc
1500,apartment,942,2,2,0,0,1,0,0,0,w/d in unit,off-street parking,ut
1609,apartment,881,1,1,1,1,0,0,0,0,w/d in unit,detached garage,va
1375,apartment,1170,2,1,1,1,1,0,1,0,laundry on site,off-street parking,mn
1500,apartment,759,1,1,1,1,0,0,0,0,w/d in unit,attached garage,sc
1610,apartment,1054,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,sc
2092,apartment,780,1,1,1,1,0,1,0,0,w/d in unit,detached garage,nj
1170,apartment,952,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,tx
1325,apartment,650,1,1,1,1,0,0,0,0,laundry in bldg,carport,ca
5662,apartment,1722,3,3,1,1,1,0,1,0,laundry on site,attached garage,ca
1540,apartment,1075,3,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,md
1475,apartment,1425,2,2,0,0,1,0,0,0,w/d in unit,off-street parking,oh
969,apartment,1162,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,tn
850,apartment,950,2,1.5,0,0,0,0,0,1,w/d in unit,off-street parking,fl
2875,apartment,572,1,1,1,1,0,1,0,0,w/d in unit,attached garage,ca
1450,apartment,1270,3,2,0,0,1,0,0,0,w/d hookups,off-street parking,sc
1199,apartment,800,2,1,1,1,1,0,0,0,laundry on site,off-street parking,or
1150,apartment,986,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,ri
1195,apartment,1200,3,2,0,0,0,0,0,0,w/d in unit,carport,id
1050,apartment,750,1,1,1,1,0,1,0,0,w/d in unit,off-street parking,vt
725,apartment,585,1,1,1,1,1,0,0,0,laundry in bldg,street parking,co
950,apartment,1050,3,2,1,1,1,0,0,0,w/d hookups,off-street parking,fl
834,apartment,800,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
710,apartment,1160,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ok
999,apartment,708,1,1,1,1,1,0,0,0,w/d in unit,detached garage,ut
780,apartment,830,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,wi
1263,apartment,1236,4,2,0,0,1,0,0,0,w/d hookups,off-street parking,wa
809,apartment,904,2,1,1,1,0,0,0,0,w/d hookups,off-street parking,mi
550,apartment,700,1,1,0,0,0,0,0,0,laundry on site,off-street parking,wi
